# Field        ID                       RA                 DEC                 FWHM               ISOarea KRON_RADIUS        nDet_magPStotal PhotoFlagDet U_PStotal          F378_PStotal       F395_PStotal       F410_PStotal       F430_PStotal       G_PStotal          F515_PStotal       R_PStotal          F660_PStotal       I_PStotal          F861_PStotal       Z_PStotal          e_U_PStotal           e_F378_PStotal       e_F395_PStotal       e_F410_PStotal        e_F430_PStotal        e_G_PStotal           e_F515_PStotal        e_R_PStotal           e_F660_PStotal        e_I_PStotal           e_F861_PStotal        e_Z_PStotal           r_-_i                r_-_Halpha          e(r_-_i)              e(r_-_Halpha)         main_id                       ra_x           dec_x          coo_err_maj coo_err_min coo_err_angle nbref ra_sexa        dec_sexa       main_type       other_types                                         radvel      redshift sp_type morph_type plx    pmra    pmdec  size_maj size_min size_angle B      V     R_x    J      H      K      u g      r_xa   i      z      angDist 
  HYDRA-0045   iDR3.HYDRA-0045.019645   158.56917463979417 -28.567902566234533 15.108029          1500    3.90405            12.0            2            19.165905          18.84385           18.581182000000002 18.395718          18.228638          18.014994          17.881119          17.476086          17.21367           17.193153          17.045813          16.947073          0.027341247000000003  0.033390954          0.043599404          0.03299288            0.030551087           0.008890027           0.01968159            0.006475169           0.006553661999999999  0.005672221999999999  0.009937921           0.007812444599999999  0.2829329999999999   0.2624159999999982  0.008608246975769514  0.009212941939945403  "6dFGS gJ103416.6-283406"     158.569        -28.5682638889 ""          ""          172.0         14    "10 34 16.560  " "-28 34 05.75  " GinCl           GiC|G                                               3324.0      0.01115  ""      ""         ""     ""      ""     0.27     0.216    65         15.87  ""    14.87  13.585 12.946 12.858 "" ""     ""     ""     ""     1.413103
  HYDRA-0045   iDR3.HYDRA-0045.022412   159.61951978465518 -28.51528044835931  17.204493          888     4.0391593          12.0            2            19.63652           19.063475          19.062070000000002 19.028988000000002 18.898872          18.778572          18.493617999999998 18.465645000000002 18.104917999999998 18.375397          18.277411999999998 18.275986          0.04027204            0.040346734          0.065455414          0.053117573           0.05014998            0.014261494           0.029918333999999998  0.012047196000000001  0.01125607            0.01250906            0.024584368           0.021480534           0.09024800000000255  0.36072700000000424 0.01736696615837136   0.016487390433519673  "LEDA  740766"                159.62         -28.5152777778 ""          ""          172.0         4     "10 38 28.8    " "-28 30 55     " GinCl           GiC|G                                               ""          ""       ""      Sp         ""     ""      ""     0.54     0.32     46         16.5   ""    ""     ""     ""     ""     "" ""     ""     ""     ""     1.519088
  HYDRA-0045   iDR3.HYDRA-0045.038143   159.0289000363089  -28.295841627615104 20.374325          371     4.3864417          12.0            2            20.313907999999998 19.851851999999997 19.839468          19.639470000000003 19.503422          19.291859          19.118805          18.807838          18.40464           18.60894           18.470125          18.340065          0.07167283            0.07808104           0.12848243           0.088159              0.08231112            0.020484474           0.048545707           0.015397899999999999  0.013839764499999999  0.014932488           0.028693635           0.022627376           0.1988979999999998   0.4031979999999997  0.021449347828783605  0.020703487769587522  "LEDA  743415"                159.02875      -28.2958333333 ""          ""          172.0         1     "10 36 06.9    " "-28 17 45     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.46     0.12     58         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.476528
  HYDRA-0045   iDR3.HYDRA-0045.082337   158.8403145607597  -27.695706429361035 31.471031          1646    3.7889769999999996 12.0            2            19.337265          18.815416          18.775852          18.682346          18.603512          18.533455          18.28332           18.231266          17.815954          18.104877          18.041094          17.97045           0.032184284           0.033698376          0.052544214000000006 0.04052816            0.039991267000000004  0.012175992           0.025784636           0.010306294           0.009364004           0.010386718           0.020559588           0.016893255           0.1263890000000032   0.4153120000000001  0.014632279618226272  0.01392495123605293   "ESO 501-22"                  158.8404166667 -27.6958333333 ""          ""          172.0         18    "10 35 21.7    " "-27 41 45     " GinCl           GiC|G                                               2886.9646   0.009677 ""      S          ""     ""      ""     1.05     0.25     96         15.77  ""    15.18  ""     ""     ""     "" ""     ""     ""     ""     0.560932
  HYDRA-0045   iDR3.HYDRA-0045.086880   159.10715445792098 -27.624671607538968 2.0671535          40      5.404575           12.0            2            19.47253           19.265311999999998 19.154404          19.417439          19.197512          19.24568           19.256372          18.861298          18.591972          18.808922          18.846083          18.857746          0.03639439            0.04882647           0.07287293           0.07411792            0.06467362            0.020054327           0.05505817            0.016029852           0.015793515           0.01764886            0.039560717           0.035383236           0.05237600000000242  0.26932600000000306 0.02384194653214171   0.022503139140953848  "XMMU J103625.9-273729"       159.1079166667 -27.6247222222 ""          ""          172.0         1     "10 36 25.9    " "-27 37 29     " X               X                                                   ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     2.43797 
  HYDRA-0046   iDR3.HYDRA-0046.021527   161.57129581271013 -28.423211627758306 12.177104          1022    3.8004122000000002 12.0            0            17.673992000000002 17.484562          17.346292000000002 17.187701999999998 17.148514000000002 16.980715          16.853839999999998 16.393848000000002 15.761963          16.17604           15.974537          15.875725          0.01778732            0.019700076          0.026819654          0.022131098           0.019677063           0.0076975855000000004 0.013754822           0.004810153           0.0039841537          0.0043448163          0.0069742203          0.0048152227          0.21780800000000156  0.6318850000000023  0.006481897913740596  0.006245882851017356  "6dFGS gJ104617.1-282524"     161.571075     -28.4234722222 ""          ""          172.0         12    "10 46 17.058  " "-28 25 24.50  " EmG             "EmG|G  |Rad|GiC|IR |G"                             3586.2926   0.012035 ""      ""         ""     ""      ""     0.277    0.205    5          16.37  ""    15.04  12.892 12.193 11.803 "" ""     ""     ""     ""     1.169978
  HYDRA-0046   iDR3.HYDRA-0046.043896   160.3122545041799  -27.9978711274797   2.6183297999999997 282     2.8622514999999997 12.0            0            18.114403          17.987423          17.681670999999998 17.180069          16.951366          16.375841          16.204134          15.525653          15.245237          15.13822           14.778157          14.909651          0.023095451           0.026400568          0.03291967           0.02203659            0.017671753000000002  0.005696175           0.009868535           0.0031647778000000004 0.0031223846999999996 0.0026093465          0.0037899340000000004 0.0028982571999999996 0.3874329999999997   0.28041600000000066 0.004101768847757647  0.0044457962996708395 "CRTS J104114.9-275951"       160.312125     -27.9976111111 ""          ""          172.0         1     "10 41 14.91   " "-27 59 51.4   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     15.24 ""     ""     ""     ""     "" ""     ""     ""     ""     1.022577
  HYDRA-0046   iDR3.HYDRA-0046.056515   160.41429810549982 -27.777270815267524 19.304659          843     4.526154           12.0            2            19.077682          18.721512          18.71057           18.681255          18.652420000000003 18.542557000000002 18.246672          18.423653          18.010256          18.388245          18.307613          18.258186          0.04286495            0.041738052000000005 0.06454177           0.056746202999999995  0.049707793           0.018252673           0.030588161000000003  0.014677392           0.012877172           0.016259227           0.03167119            0.024015527000000002  0.03540800000000033  0.41339700000000335 0.02190407036509865   0.019525557473200297  "6dFGS gJ104139.4-274638"     160.4141666667 -27.77725      ""          ""          172.0         1     "10 41 39.40   " "-27 46 38.1   " Galaxy          G                                                   4071.9665   0.013676 ""      ""         ""     ""      ""     ""       ""       ""         16.56  ""    15.83  ""     ""     ""     "" ""     ""     ""     ""     0.425307
  HYDRA-0048   iDR3.HYDRA-0048.001555   164.74857227330833 -28.73751150613579  2.0419888          344     2.6814442          12.0            0            17.84702           17.125496          16.618242000000002 15.989320999999999 15.782845000000002 15.662597          15.033863          14.846809          14.390042999999999 14.485879          14.050334          14.2686825         0.015290356000000001  0.015050383999999998 0.016404916000000002 0.0099216765          0.008490979000000001  0.003475909           0.005033348           0.002138842           0.0020875812          0.0018946817          0.0027483406          0.0021532024          0.36092999999999975  0.4567660000000018  0.0028573525937970784 0.002988752309502653  "CRTS J105859.6-284415"       164.7484583333 -28.7375833333 ""          ""          172.0         1     "10 58 59.63   " "-28 44 15.3   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     14.77 ""     ""     ""     ""     "" ""     ""     ""     ""     0.442967
  HYDRA-0049   iDR3.HYDRA-0049.022201   149.54740721930338 -29.57713875888977  666.55475          20178   13.685701000000002 12.0            19           18.986885          18.566162          18.397728          18.212336999999998 18.102644          17.898135999999997 17.737957          17.388476999999998 17.146079999999998 17.147732          17.019657000000002 16.908558          0.030241982999999997  0.032619208          0.042265933          0.031869996           0.028339574           0.010422042           0.018918868000000002  0.007551098000000001  0.009634031           0.0075205919999999996 0.014796365           0.0098945545          0.24074499999999688  0.24239700000000042 0.01065731603341423   0.012240654978985601  "6dFGS gJ095811.4-293437"     149.5476666667 -29.5768333333 ""          ""          172.0         3     "09 58 11.44   " "-29 34 36.6   " Galaxy          "G  |G"                                             2306.062    0.007722 ""      ""         ""     ""      ""     ""       ""       ""         14.38  ""    13.32  ""     ""     ""     "" ""     ""     ""     ""     1.367043
  HYDRA-0049   iDR3.HYDRA-0049.053312   149.802042716881   -29.300857756867323 1.9912609000000001 50      3.4985573          12.0            0            20.27063           19.975113          20.12901           19.309322          19.111797          18.558020000000003 18.409595          17.866267999999998 17.584446          17.567638          17.275457          17.373226000000003 0.08035768            0.09107676           0.15452561           0.067307256           0.055144195           0.01517284            0.028198991           0.009909774           0.012291777           0.009751342           0.017739933           0.013881484           0.2986299999999993   0.28182199999999824 0.01390295981192638   0.01578896458127654   "CRTS J095912.4-291803"       149.8017916667 -29.3009444444 ""          ""          172.0         1     "09 59 12.43   " "-29 18 03.4   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     17.64 ""     ""     ""     ""     "" ""     ""     ""     ""     0.847688
  HYDRA-0050   iDR3.HYDRA-0050.047625   151.06137993614453 -29.33540249648749  2.0089102          34      3.3515177000000005 12.0            0            20.116734          19.628985999999998 19.162067          18.849289000000002 18.643235999999998 18.90266           18.41866           18.608322          18.210601999999998 18.421925          18.104317          18.393852          0.090807095           0.09980708           0.107269585          0.07081237            0.056794095999999995  0.025545955           0.03948632            0.019530541999999998  0.017123435           0.019317942           0.032265812000000005  0.029929362           0.18639699999999948  0.3977200000000032  0.027470437818300747  0.02597410435439476   "CRTS J100414.7-292007"       151.0613333333 -29.3352777778 ""          ""          172.0         1     "10 04 14.72   " "-29 20 07.0   " RRLyr           RR*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     18.26 ""     ""     ""     ""     "" ""     ""     ""     ""     0.472208
  HYDRA-0051   iDR3.HYDRA-0051.044550   153.7513479286128  -29.132937380298014 17.097403          346     6.011724500000001  12.0            2            19.694637          19.203732000000002 19.465328          18.981443          19.274916          19.021797          19.098267          18.759434          18.412945          18.616322          18.614107          18.527597          0.08638954            0.080716155          0.14930691           0.09225204            0.11557881            0.04065533            0.07745772            0.028235378           0.028188493           0.029603167000000003  0.06207333            0.04599062            0.14311199999999857  0.34648899999999827 0.04090946183015334   0.03989771557888914   "LEDA  732939"                153.75125      -29.1330555556 ""          ""          172.0         1     "10 15 00.3    " "-29 07 59     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.6      0.24     20         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.525186
  HYDRA-0052   iDR3.HYDRA-0052.069308   154.27610009272811 -28.839116497825195 2.651363           369     2.8102353          12.0            0            17.8952            17.162968          16.778301000000003 16.157822          15.964357000000001 15.833867999999999 15.260725          15.087891          14.683589999999999 14.76779           14.4020815         14.592260000000001 0.014973549           0.015805315          0.01854936           0.01128433            0.009562211999999999  0.0036622728          0.005775754           0.0024207635          0.0024468484          0.0022210532000000002 0.0033278088          0.0026026235000000003 0.3201010000000011   0.404301000000002   0.0032852965224104947 0.0034419708039893086 "CRTS J101706.2-285021"       154.275875     -28.8393611111 ""          ""          172.0         1     "10 17 06.21   " "-28 50 21.7   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     15.09 ""     ""     ""     ""     "" ""     ""     ""     ""     1.131076
  HYDRA-0053   iDR3.HYDRA-0053.001427   157.24190477078687 -30.141091016000964 2.0067549          25      4.4485383          12.0            0            20.418146          19.301064          18.996004          18.790539000000003 18.508957000000002 18.905136          18.318382          18.5979            18.277199          18.409945999999998 18.210121          18.401922          0.15951213            0.09305878           0.11077353           0.0920795             0.06682175            0.03532572            0.04871032            0.022973176           0.02160357            0.021515435           0.036548395           0.032650728           0.1879540000000013   0.3207009999999997  0.03147508155297141   0.031535393643838915  "[SHM2017] J157.24190-30.14112" 157.241845534  -30.141114294  0.0         0.0         90.0          2     "10 28 58.04293" "-30 08 28.0115" RRLyr           RR?|RR?|RR*|*                                       ""          ""       ""      ""         ""     -0.73   0.03   ""       ""       ""         ""     ""    ""     ""     ""     ""     "" 18.471 18.288 18.307 18.498 0.202566
  HYDRA-0053   iDR3.HYDRA-0053.009506   157.1671980507234  -29.986824557513728 2.4598012000000002 118     3.1647305          12.0            0            19.231182          18.629654000000002 18.138983          17.596332999999998 17.353851000000002 17.108059          16.674963          16.32328           15.953068          15.948081          15.610945999999998 15.752897          0.056480322           0.052785147000000004 0.05411487           0.03371935            0.02602915            0.008699090999999999  0.013914397           0.0047283727000000005 0.0046129087          0.004012401           0.006001182           0.0046700183          0.3751990000000003   0.37021200000000043 0.006201360348738516  0.006605787997252181  "CRTS J102839.9-295911"       157.1664166667 -29.9865       ""          ""          172.0         1     "10 28 39.94   " "-29 59 11.4   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     16.19 ""     ""     ""     ""     "" ""     ""     ""     ""     2.702115
  HYDRA-0053   iDR3.HYDRA-0053.060887   155.99864982930953 -28.79680750420577  2.1736667          214     2.9107265          12.0            2            17.15711           16.641197000000002 16.389912          15.982204999999999 15.845881          15.826826          15.432378          15.431453          15.155261          15.298395999999999 14.965154          15.254891          0.01147707            0.012209403          0.015249108999999999 0.010952635           0.009502409           0.0039746496000000004 0.006593147           0.0029128417          0.003038191           0.0028680828000000004 0.004239944           0.0035185653          0.13305700000000087  0.276192            0.0040878534363299685 0.004208948956894095  "CRTS J102359.6-284748"       155.9984166667 -28.7968888889 ""          ""          172.0         1     "10 23 59.62   " "-28 47 48.8   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     15.19 ""     ""     ""     ""     "" ""     ""     ""     ""     0.791783
  HYDRA-0054   iDR3.HYDRA-0054.090530   158.09985269316306 -28.795406331577578 24.916029          1514    4.266909           12.0            2            19.931046          19.37146           19.169632          19.023903          18.907042999999998 18.688229          18.52137           18.204204999999998 17.964529000000002 17.943092          17.800987          17.717857000000002 0.036263127           0.035387125          0.04810794           0.035467587           0.031335685           0.010525256           0.019625122           0.007700175500000001  0.0076248194          0.007860005           0.01422852            0.01084164            0.26111299999999815  0.23967599999999578 0.011003289568616527  0.010836538820740533  "6dFGS gJ103224.0-284743"     158.1          -28.7952777778 ""          ""          172.0         7     "10 32 24.0    " "-28 47 43     " GinCl           GiC|G                                               3792.7027   0.012732 ""      ""         ""     ""      ""     0.63     0.21     34         16.51  ""    15.6   ""     ""     ""     "" ""     ""     ""     ""     0.65586 
  HYDRA-0057   iDR3.HYDRA-0057.017939   162.75953030386742 -29.837361874926497 2.2678807          21      4.376399           12.0            0            19.996035          19.94557           20.002796          20.136126          19.918896          19.987768          20.083153          20.027592000000002 19.6931            20.06239           19.889158          20.047302          0.05181165            0.07868083599999999  0.13365458           0.110898964           0.08832103            0.033737116           0.08298308            0.036781617           0.031070987           0.055505358           0.09243521            0.10089438            -0.03479799999999855 0.3344920000000009  0.06658627573188677   0.04814866127203183   "Gaia DR2 5454629494080047104" 162.7595043363 -29.8373657295 0.001       0.001       90.0          1     "10 51 02.28104" "-29 50 14.5166" Star            ""                                                  ""          ""       ""      ""         1.1499 -3.37   0.3    ""       ""       ""         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.08227 
  HYDRA-0059   iDR3.HYDRA-0059.053269   151.07007252937413 -30.66201436347977  17.740566          706     5.1010575          12.0            2            19.919106          19.608309          19.389957          19.110570000000003 18.95593           18.930027          18.802823999999998 18.659428          18.452793          18.558819          18.470303          18.405602          0.060975093           0.07102843           0.09388292599999999  0.067097895           0.060286745           0.022487372000000002  0.043053243           0.017349606           0.017843312           0.019891195           0.037416454           0.029061656           0.10060899999999862  0.20663499999999857 0.026394477961938573  0.024887599552479545  "LEDA  714515"                151.07         -30.6616666667 ""          ""          172.0         1     "10 04 16.8    " "-30 39 42     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.43     0.25     103        ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     1.2717  
  HYDRA-0059   iDR3.HYDRA-0059.060578   150.20467895584443 -30.544964090090623 10.750047          1202    3.8625267          12.0            2            18.734226          18.105895999999998 18.103514          17.96421           17.844658          17.696957          17.494034          17.26389           16.866354          17.065796          16.966782000000002 16.851059          0.02696306            0.026082777999999997 0.03855852           0.031014762999999997  0.028824113           0.010769033999999999  0.01900517            0.0075459722          0.007128799999999999  0.007513801600000001  0.012943815           0.009234541           0.1980940000000011   0.3975359999999988  0.010648892474212301  0.010380822986795065  "LEDA  154528"                150.2045833333 -30.5447222222 ""          ""          172.0         1     "10 00 49.1    " "-30 32 41     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.69     0.25     77         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.919813
  HYDRA-0059   iDR3.HYDRA-0059.077774   150.65539457502194 -30.192591564469605 4.6392694          121     4.4526877          12.0            2            18.981438          18.876799          18.88674           18.883148000000002 18.71213           18.809074          18.820176999999997 18.339542          18.047453          18.12034           17.259829          17.599503          0.031359322           0.042121257999999995 0.06457398           0.057722557           0.05138916            0.021055248           0.04417959            0.014279211000000002  0.013989566           0.014794588999999999  0.015695794           0.015695063000000002  0.21920200000000278  0.2920890000000007  0.020561510899285637  0.01999009313762387   "NVSS J100236-301134"         150.6553       -30.1926       ""          ""          172.0         2     "10 02 37.27   " "-30 11 33.4   " BLLac           BLL|Rad|BLL|IR                                      ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.295845
  HYDRA-0060   iDR3.HYDRA-0060.069905   151.89099681523237 -30.322066074842247 1.7437763          51      3.2445815          12.0            0            18.828808          18.539058999999998 18.540382          18.206217000000002 18.144993          17.919386          17.676320999999998 17.312576          16.871805          17.018566          16.495012          16.814217000000003 0.03376476            0.04051661           0.058130503          0.04238069999999999   0.03879934            0.013788315           0.022670895           0.008111287           0.009238804           0.0073809869999999994 0.010141832           0.0092500085          0.2940100000000001   0.4407710000000016  0.010966856700556363  0.012294245651799261  "CRTS J100733.7-301921"       151.8907916667 -30.3225       ""          ""          172.0         1     "10 07 33.79   " "-30 19 21.0   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     16.82 ""     ""     ""     ""     "" ""     ""     ""     ""     1.687205
  HYDRA-0061   iDR3.HYDRA-0061.052971   153.60648341878957 -30.708348670780452 26.02879           521     4.9370294          12.0            2            20.504904          20.020588          19.951849          19.92265           19.89205           19.607267          19.143835          19.349304          18.650272          19.312815          19.1039            19.001376999999998 0.1122969             0.1310432            0.19616173           0.15350857            0.13319696            0.03381316            0.060326952           0.027329167           0.020604793           0.034307323           0.07044611            0.048739742           0.03648899999999955  0.699031999999999   0.04386200839382777   0.03422631828705416   "LEDA  713928"                153.60625      -30.7083333333 ""          ""          172.0         1     "10 14 25.5    " "-30 42 30     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.43     0.17     125        ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.724585
  HYDRA-0063   iDR3.HYDRA-0063.008495   157.70660232398603 -31.397847187748145 2.1470912          93      3.372193           12.0            0            20.114086          19.716713000000002 19.297144          18.822796          18.586267000000003 17.994223          17.872336999999998 17.268188000000002 17.02037           16.985441          16.704937          16.852999999999998 0.07448982            0.07708325           0.08154948           0.050757315           0.04050262            0.01174919            0.021035366           0.0068977927000000005 0.0071006496          0.006044941           0.009552168           0.00792103            0.2827470000000005   0.24781800000000231 0.009171742245923306  0.009899432755171049  "CRTS J103049.4-312352"       157.7062083333 -31.398        ""          ""          172.0         1     "10 30 49.49   " "-31 23 52.8   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     17.31 ""     ""     ""     ""     "" ""     ""     ""     ""     1.3298  
  HYDRA-0064   iDR3.HYDRA-0064.071369   158.1914437801614  -30.338274782042674 2.5758865          640     2.660484           12.0            0            16.170536          15.648254999999999 15.309042000000002 14.788701000000001 14.593820999999998 14.398929          13.973460999999999 13.796474          13.510233          13.560854          13.281151000000001 13.452776          0.006459539300000001  0.007413599          0.009251404          0.005939759300000001  0.005095553           0.0019843723          0.003203112           0.0013626248          0.0015200168          0.0012802242          0.0021028123          0.0015195422          0.23561999999999905  0.2862410000000004  0.0018696845583789474 0.0020413714551392355 "CRTS J103246.0-302020"       158.1919166667 -30.3389444444 ""          ""          172.0         1     "10 32 46.06   " "-30 20 20.2   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     13.66 ""     ""     ""     ""     "" ""     ""     ""     ""     2.823225
  HYDRA-0065   iDR3.HYDRA-0065.021733   159.61600649392773 -31.04057644270909  26.46882           450     4.499868           12.0            0            20.25151           19.353937          19.468088          19.357431          19.36111           19.270756          19.091488000000002 18.974937          18.695164000000002 18.784095999999998 18.813852          18.733242          0.10533695            0.10138914           0.08920462400000001  0.07277785            0.068168156           0.030792983           0.06594414            0.027726163999999998  0.026928714           0.03323431            0.06959173            0.05209450400000001   0.19084100000000248  0.2797729999999987  0.04328116832215827   0.038650948343458426  "LEDA  709911"                159.6158333333 -31.0402777778 ""          ""          172.0         1     "10 38 27.8    " "-31 02 25     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.71     0.2      132        ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     1.200549
  HYDRA-0065   iDR3.HYDRA-0065.045147   161.06708701139058 -30.345974315728984 3.2953987000000002 285     3.205032           12.0            2            17.910335999999997 17.268787          16.139292          16.074772          16.037891000000002 16.108227          16.124031          15.827423999999999 15.506839000000001 15.723804999999999 15.396861          15.660283999999999 0.019597463           0.02418829           0.01059506           0.008820246           0.008191737           0.005001637           0.010537129           0.00412398            0.004180428           0.0043430496          0.005955429           0.005235802           0.10361900000000013  0.3205849999999977  0.005989097667300155  0.005872238866359576  "CRTS J104416.1-302047"       161.0670548388 -30.3459553162 0.0         0.0         90.0          2     "10 44 16.09316" "-30 20 45.4391" RRLyr           "RR*|*  |RR?"                                       ""          ""       ""      ""         0.1296 -4.9    -3.19  ""       ""       ""         ""     16.02 ""     ""     ""     ""     "" ""     ""     ""     ""     0.121115
  HYDRA-0069   iDR3.HYDRA-0069.008574   153.2441368882982  -32.792938686473065 2.2821016          297     2.8982992000000003 12.0            0            16.795494          16.126160000000002 15.670114499999999 15.398905          15.288638          15.426827          15.008507999999999 15.139975          14.909137          15.02581           14.781445000000001 14.962256          0.008462778           0.008710035999999999 0.009792016          0.0074035837          0.006798499300000001  0.0031106453          0.0049787904          0.0024643638          0.0026076857          0.0025022977          0.0038958925          0.003171303           0.11416499999999985  0.23083800000000032 0.0035120624593215494 0.0035879121573325805 "CRTS J101258.5-324734"       153.244        -32.793        ""          ""          172.0         1     "10 12 58.56   " "-32 47 34.8   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     14.87 ""     ""     ""     ""     "" ""     ""     ""     ""     0.469398
  HYDRA-0069   iDR3.HYDRA-0069.028982   153.0140154103735  -32.46855221932521  11.14143           697     3.8655453          12.0            2            19.481223999999997 18.873533          18.635717          18.698185000000002 18.510336          18.327866          17.678703          18.06869           17.437739999999998 17.96879           17.918541          17.895794          0.049525782000000004  0.04975149           0.06620559           0.05684774            0.047653100000000004  0.014241567           0.021365888           0.011842933           0.009777774           0.01455724            0.029706351000000002  0.02434967            0.09990000000000165  0.6309500000000021  0.018766147672340455  0.015357731812919674  "LEDA  691325"                153.01375      -32.4688888889 ""          ""          172.0         1     "10 12 03.3    " "-32 28 08     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.45     0.24     53         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     1.45561 
  HYDRA-0069   iDR3.HYDRA-0069.033837   153.3054028053357  -32.378057876574225 1.9065938999999998 32      3.2955809          12.0            0            20.150291          19.64882           19.468975          19.274801          19.005760000000002 18.854992000000003 18.612537          18.4561            18.216034          18.293531          18.055096          18.216227          0.08401894            0.09096969           0.12879921           0.09005804            0.070043              0.019999702           0.040959056           0.015092056999999999  0.015784651           0.018462282           0.032860655           0.03157514            0.16256899999999774  0.24006599999999878 0.023845881009909718  0.021838621560965107  "CRTS J101313.2-322242"       153.3052916667 -32.3784722222 ""          ""          172.0         1     "10 13 13.27   " "-32 22 42.5   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     18.3  ""     ""     ""     ""     "" ""     ""     ""     ""     1.529437
  HYDRA-0069   iDR3.HYDRA-0069.058500   153.06497017894452 -31.988383370292354 1.7517395          130     3.0488555          12.0            0            18.050678          17.456705          17.276617          16.869547          16.792814          16.761028          16.310902          16.257872          15.948509          16.046415          15.751619          15.932757999999998 0.018030943           0.018888474          0.025271729          0.016306864           0.015114688999999999  0.0059482353          0.009574123           0.004300025           0.0043700254          0.0042703743          0.006613185           0.005642979           0.21145699999999934  0.3093629999999994  0.006060223730418333  0.006130851245730087  "CRTS J101215.4-315917"       153.0645       -31.9881388889 ""          ""          172.0         1     "10 12 15.48   " "-31 59 17.3   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     16.27 ""     ""     ""     ""     "" ""     ""     ""     ""     1.683942
  HYDRA-0069   iDR3.HYDRA-0069.069286   153.24381088689782 -31.813696027293872 1.8843656000000002 428     2.5973127000000003 12.0            0            16.273354          15.547403          15.180655999999999 14.893851999999999 14.779810000000001 14.851945          14.468453          14.524920000000002 14.313504          14.417398          14.162516          14.364264499999999 0.0065173614          0.006562937          0.007713907          0.005700124399999999  0.005234088           0.0023448248          0.0037984748          0.0018414177          0.001966797           0.001847057           0.0028190240000000003 0.002274619           0.10752200000000123  0.2114160000000016  0.0026081485209094764 0.0026942734800094606 "CRTS J101258.3-314849"       153.243125     -31.8136111111 ""          ""          172.0         1     "10 12 58.35   " "-31 48 49.0   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     14.41 ""     ""     ""     ""     "" ""     ""     ""     ""     2.120391
  HYDRA-0070   iDR3.HYDRA-0070.030882   153.92004345854363 -32.289447791726126 2.1262722000000003 276     2.8299532000000003 12.0            0            16.542251999999998 15.723010999999998 15.322674          14.947573          14.730485999999999 15.044329000000001 14.392273000000001 14.704904          14.153776          14.58676           13.960609          14.5225            0.008717836           0.00773628           0.008408924          0.005922815           0.0050032954          0.0028265596000000004 0.0036946025          0.0021368745          0.0018843838          0.0020775145          0.0026610040000000002 0.0025357695          0.11814400000000091  0.5511280000000003  0.002980318628345047  0.0028490586049522903 "Gaia DR2 5459203398030366336" 153.9200538396 -32.2894166263 0.0         0.0         90.0          1     "10 15 40.81292" "-32 17 21.8999" Candidate_RRLyr "*  |RR?"                                           ""          ""       ""      ""         0.1885 -7.82   0.53   ""       ""       ""         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.116559
