# Field           ID                          RA                   DEC                      FWHM         FWHM_n       A           B            ISOarea   KRON_RADIUS   PhotoFlagDet   s2n_Det_iso   U_PStotal   F378_PStotal   F395_PStotal   F410_PStotal   F430_PStotal   G_PStotal   F515_PStotal   R_PStotal   F660_PStotal   I_PStotal   F861_PStotal   Z_PStotal   e_U_PStotal   e_F378_PStotal   e_F395_PStotal   e_F410_PStotal   e_F430_PStotal   e_G_PStotal   e_F515_PStotal   e_R_PStotal   e_F660_PStotal   e_I_PStotal    e_F861_PStotal   e_Z_PStotal    F378_iso    F395_iso    F410_iso    F430_iso    G_iso       F515_iso    R_iso       F660_iso    I_iso       F861_iso    Z_iso        e_U_iso       e_F378_iso    e_F395_iso    e_F410_iso    e_F430_iso    e_G_iso        e_F515_iso    e_R_iso        e_F660_iso    e_I_iso       e_F861_iso     e_Z_iso       r_-_i                    r_-_J0660             e(r_-_i)               e(r_-_J0660)           main_id                                         ra_x             dec_x            coo_err_maj   coo_err_min   coo_err_angle   nbref   ra_sexa          dec_sexa         main_type           other_types                                                                                             radvel        redshift   sp_type              morph_type     plx      pmra     pmdec    size_maj   size_min   size_angle   B_x      V        R_x      J        H        K        u        g        r_xa     i        z        angDist   
  SPLUS-n03s26    iDR3.SPLUS-n03s26.012787    184.52944788519463   -3.1080109031254355      4.6385694    1.9582094    2.744277    1.8840538    55        4.5459824     3              52.28121      21.835974   21.800222      21.88578       21.56707       20.502018      20.506771   20.361172      19.50913    18.570364      19.030594   18.76473       18.677395   0.2542496     0.40947118       0.76690096       0.5059183        0.18765146       0.06695173    0.1303013        0.03053591    0.018060893      0.027825674    0.050751302      0.037785374    21.12579    21.287718   22.512787   20.675081   20.03937    19.832026   19.144361   17.161463   18.717709   18.454529   18.386526    0.39577657    0.30334544    0.61178064    1.6550579     0.3117667     0.06310003     0.118660666   0.03219685     0.008195229   0.032472894   0.060506463    0.045686755   0.4785359999999983       0.9387659999999975    0.041312346012812876   0.03547728365427022    "2dFGRS TGN181Z079"                             184.529875       -3.1078055556    ""            ""            172.0           1       "12 18 07.17   " "-03 06 28.1   " Galaxy              G                                                                                                       149.8588      5.0E-4     ""                   ""             ""       ""       ""       ""         ""         ""           19.225   ""       18.082   ""       ""       ""       ""       ""       ""       ""       ""       1.704053  
  SPLUS-n03s27    iDR3.SPLUS-n03s27.045810    185.7187463749114    -2.0157439199106         9.264537     3.643969     7.0625987   3.8369725    220       5.104341      2              88.39126      21.367924   20.200073      19.766464      19.921818      19.720737      19.760689   19.053268      19.523163   18.578754      18.66645    18.11355       18.091738   0.17768748    0.14684659       0.12440002       0.1320714        0.10767086       0.0417555     0.05136411       0.030908935   0.019440945      0.020430481    0.027611485      0.021474775    18.52219    17.7868     17.774656   18.067577   18.408445   17.664799   18.100903   17.679232   17.529646   16.899647   17.172852    0.05802875    0.06749816    0.051726103   0.047684442   0.059905257   0.028521188    0.034978658   0.022593541    0.018173555   0.02006175    0.024043089    0.025904285   0.8567129999999992       0.9444090000000003    0.037050867961838437   0.03651455333599536    "2dFGRS TGN182Z201"                             185.71875        -2.0152777778    ""            ""            172.0           2       "12 22 52.5    " "-02 00 55     " Galaxy              G                                                                                                       20698.5217    0.0716     ""                   ""             ""       ""       ""       0.32       0.22       82           17.949   ""       16.756   ""       ""       ""       ""       ""       ""       ""       ""       1.678162  
  SPLUS-n03s28    iDR3.SPLUS-n03s28.043172    187.21391718345924   -2.441436093650128       4.9315643    1.9647883    2.6122808   2.265603     47        6.8319616     1              36.37725      20.611897   20.619764      19.870487      20.638657      20.187418      20.127464   19.861029      19.67229    19.262177      19.620892   19.154503      19.359911   0.08933815    0.14919455       0.14212921       0.22815062       0.1468273        0.049190138   0.087847166      0.03372758    0.028219793      0.044373885    0.063028984      0.06305793     20.324354   19.554924   20.275976   20.043423   19.81218    19.8307     19.432726   19.164476   19.198193   18.734703   18.86452     0.13842419    0.17500277    0.15582196    0.25171125    0.20100638    0.057731282    0.13642442    0.044933733    0.041077007   0.05434104    0.079541095    0.075072      0.051397999999998945     0.41011299999999906   0.05573680402256327    0.043976202310104594   "2QZ J122851.2-022630"                          187.2137916667   -2.4413055556    1.0           1.0           90.0            1       "12 28 51.31   " "-02 26 28.7   " EmG                 EmG|H2G                                                                                                 83353.8006    0.3305     ""                   ""             ""       ""       ""       ""         ""         ""           19.796   ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.65165   
  SPLUS-n01s37    iDR3.SPLUS-n01s37.005439    199.9899853471545    -0.5796217824328943      3.015178     1.1001633    1.5442306   1.4807838    23        4.1013827     3              33.94012      20.186396   20.004951      20.187418      20.417747      20.498032      20.13897    20.354221      19.80924    19.33096       19.554535   19.394793      19.694149   0.06876485    0.09229654       0.17946786       0.21663152       0.20161833       0.05090318    0.13144691       0.03849727    0.03338365       0.046519905    0.08939782       0.10079196     20.186497   20.555243   20.536127   20.814249   20.387611   20.619139   20.00849    19.530529   19.682611   19.632044   19.896654    0.0735963     0.09200977    0.21530016    0.19005258    0.23911144    0.058788072    0.16042872    0.046137374    0.03503445    0.050311275   0.10773046     0.113282874   0.25470499999999774      0.47827999999999804   0.06038328708063122    0.05095594062300685    "2SLAQ J131957.59-003446.7"                     199.989939229    -0.5796262845    0.0           0.0           90.0            1       "13 19 57.58541" "-00 34 46.6546" Star                "*  |*  |*"                                                                                             ""            ""         ""                   ""             0.7998   0.01     0.26     ""         ""         ""           ""       ""       ""       ""       ""       ""       19.97    19.965   19.567   19.523   19.74    0.166806  
  SPLUS-n02n01    iDR3.SPLUS-n02n01.024482    150.6057355105053    1.3268834909408125       5.3629284    2.7031894    2.261903    1.2740182    32        4.2143216     0              35.31001      21.269703   20.92572       20.775465      21.019478      20.642487      20.312134   20.157063      19.937832   18.990425      19.76064    19.58875       19.746115   0.17755835    0.20577288       0.2987163        0.30714405       0.21219777       0.055077568   0.10955704       0.041911695   0.02306677       0.050867163    0.095002316      0.096422486    20.897816   20.290878   20.648098   20.390646   20.1947     20.079178   19.805904   18.911127   19.643213   19.467789   19.679935    0.1386293     0.20478934    0.20043413    0.23359889    0.17716402    0.05180442     0.10889472    0.0414744      0.022714408   0.054164905   0.10270027     0.10865838    0.17719200000000157      0.9474070000000019    0.0659094716216235     0.04784000476594798    "VVDS 100108471"                                150.60579        1.32691          ""            ""            172.0           3       "10 02 25.39   " "+01 19 36.9   " Galaxy              "G  |G"                                                                                                 34700.8717    0.1233     ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       19.792   ""       0.218097  
  SPLUS-n04n01    iDR3.SPLUS-n04n01.030147    151.41616300935794   4.154090690739466        2.0041208    0.9248345    1.2191187   1.0650936    13        2.7978034     0              27.388456     20.394325   20.766594      20.641127      20.786371      20.645866      20.406479   20.518057      19.989567   19.472494      20.03643    20.312523      20.059132   0.08639791    0.18586324       0.30623975       0.27169013       0.24883108       0.067838006   0.17168078       0.049688376   0.03693001       0.06937539     0.18427964       0.13627626     21.217733   20.861319   21.187668   20.996376   20.647644   20.768595   20.270199   19.750326   20.237926   20.490881   20.29453     0.088215634   0.20376112    0.2832127     0.2999637     0.25219744    0.06793261     0.17349188    0.05167076     0.038250905   0.07166891    0.18228197     0.1434852     -0.04686299999999832     0.5170729999999999    0.08533392905034594    0.06190929129070592    "[VV2006] J100539.9+040914"                     151.4161403111   4.154091521      0.001         0.001         90.0            13      "10 05 39.87367" "+04 09 14.7295" QSO                 "QSO|QSO|*  |QSO"                                                                                       208215.6404   1.35528    ""                   ""             0.622    0.19     0.72     ""         ""         ""           20.32    19.99    ""       ""       19.418   19.381   20.09    20.027   19.724   19.752   19.858   0.081554  
  SPLUS-n05n50    iDR3.SPLUS-n05n50.013884    217.2310767118411    5.0055279363461525       2.3068695    1.121373     1.1616316   1.0129972    14        4.3768306     3              31.368486     20.329605   20.151497      20.065937      20.252522      20.317802      20.311079   20.0895        19.9727     19.637041      20.106888   19.947117      20.059391   0.07499171    0.09551115       0.14825952       0.15008721       0.15273216       0.05200933    0.09706082       0.041141488   0.038041633      0.08243483     0.13082552       0.12380628     20.563087   20.481848   20.614447   20.710766   20.596003   20.360662   20.250952   20.01083    20.353062   20.260284   20.28436     0.07047663    0.09598754    0.15330051    0.1508586     0.159853      0.050729316    0.094677      0.040399246    0.03799819    0.079783164   0.1250441      0.11506466    -0.13418800000000175     0.3356589999999997    0.0921310112393381     0.05603381011640055    "GALEX 2429518413625830432"                     217.2310292591   5.005504867      0.001         0.0           90.0            1       "14 28 55.44702" "+05 00 19.8175" Blue                "blu|*  |UV"                                                                                            ""            ""         ""                   ""             ""       -1.05    1.99     ""         ""         ""           18.4     ""       18.8     ""       ""       ""       ""       ""       ""       ""       ""       0.189362  
  SPLUS-n05n55    iDR3.SPLUS-n05n55.008444    223.43549771425327   4.946107899138475        5.680151     1.3383954    1.9087782   1.6508688    31        6.1139183     2              32.103912     23.520914   22.095716      21.9789        20.589172      19.908213      19.932402   20.046783      19.605576   19.179762      19.459553   19.257507      19.582092   1.5651962     0.73839515       1.3588741        0.30149475       0.1707249        0.05905531    0.14076672       0.043597765   0.038871724      0.049032886    0.09489256       0.107280634    21.937357   21.707506   20.918724   20.065573   20.335499   20.436964   19.891869   19.491295   19.594305   19.708403   19.522429    0.94122076    0.5535149     0.8151895     0.35570946    0.16476648    0.069546215    0.17575283    0.050131273    0.04042568    0.053965855   0.1297383      0.09369143    0.14602299999999957      0.425813999999999     0.06561241515509257    0.05841041037116073    "SDSS J145344.51+045645.8"                      223.4354766304   4.9460604088     0.0           0.0           90.0            13      "14 53 44.51439" "+04 56 45.8175" QSO                 "QSO|QSO|QSO|QSO|QSO|*  |QSO"                                                                           269410.3252   3.32837    ""                   ""             0.6083   0.15     0.77     ""         ""         ""           20.47    20.05    ""       18.994   19.102   19.097   23.073   19.981   19.56    19.527   19.39    0.186942  
  SPLUS-s31s58    iDR3.SPLUS-s31s58.031113    340.3312015654902    -39.97314857397814       38.42736     12.183501    8.563312    7.309188     386       8.115078      3              89.706375     20.500826   20.054697      20.065958      20.12928       20.393032      19.918224   20.150541      19.706402   18.875525      19.85056    19.790276      19.662868   0.14112672    0.1409094        0.22031732       0.21797577       0.26226324       0.047314793   0.1747306        0.043306828   0.024954386      0.06700845     0.11736001       0.10204015     18.308971   18.41167    18.193756   18.076338   17.943258   17.733845   17.545649   17.319475   17.39204    17.364716   17.313026    0.14499381    0.08095192    0.13679616    0.11111942    0.09837848    0.019972075    0.061184853   0.016610153    0.014560274   0.022096213   0.041921575    0.038519945   -0.1441580000000009      0.830877000000001     0.07978479631373438    0.049982024089252126   "LEDA  131686"                                  340.3317916667   -39.973          1.0           1.0           90.0            3       "22 41 19.63   " "-39 58 22.8   " Galaxy              G                                                                                                       ""            ""         ""                   S              ""       ""       ""       0.72       0.43       49           16.39    ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.713611  
  SPLUS-s31s58    iDR3.SPLUS-s31s58.034774    340.81825118013086   -39.86108916393093       54.276333    17.208462    12.202966   6.698928     810       4.4658566     3              131.28705     20.441092   20.155485      20.160307      19.938076      19.76232       19.897953   19.841856      19.729115   19.116383      19.550795   19.695625      19.411982   0.13593918    0.15598421       0.24279332       0.18531296       0.15152942       0.046814978   0.13414676       0.04446782    0.02988203       0.051940206    0.10824208       0.081736945    17.778181   18.002552   17.566174   17.505892   17.335726   17.201115   16.953503   16.72905    16.71325    16.710552   16.46384     0.06767874    0.0628339     0.11846774    0.07826229    0.07297418    0.0144515615   0.04696717    0.012186825    0.010726674   0.014884522   0.028768145    0.022119634   0.17831999999999937      0.6127320000000012    0.06837522954166103    0.053575392975444426   "[GDB2008] 503"                                 340.8182666667   -39.8611722222   ""            ""            172.0           1       "22 43 16.384  " "-39 51 40.22  " Galaxy              "G  |G"                                                                                                 2120.9704     0.0071     ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.302057  
  SPLUS-s33s06    iDR3.SPLUS-s33s06.031796    8.821276175970617    -42.088597877208215      6.419882     1.7616045    2.62017     2.0818756    45        4.51078       0              34.376434     99.0        22.128658      22.924137      21.794607      22.843456      20.994476   21.131441      19.921299   19.098072      19.435299   18.880411      19.00379    22.00311      0.7707525        2.3928714        0.7628628        1.8965695        0.15714626    0.32606          0.055874836   0.03401008       0.04633157     0.058870416      0.05878902     21.524073   99.0        99.0        99.0        20.708246   20.362654   19.89471    19.159792   19.277126   18.832138   18.922558    1.4514815     0.47372767    20.956406     20.995693     21.163263     0.12395054     0.19865173    0.057098582    0.034347706   0.04504551    0.0659427      0.06153436    0.48600000000000065      0.8232270000000028    0.07258520287697622    0.06541164146872708    "SWIRE J003517.14-420518.6"                     8.8214166667     -42.0885         ""            ""            172.0           1       "00 35 17.14   " "-42 05 18.6   " AGN                 "IR |AGN"                                                                                               81157.3515    0.32       ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.514813  
  SPLUS-s34s21    iDR3.SPLUS-s34s21.036738    36.69277213609015    -43.59156135457005       29.37722     12.717392    8.633243    2.7750764    110       6.4097567     2              45.147537     21.00539    21.164137      20.285725      20.90794       19.971544      20.386457   19.386269      19.905024   19.405565      20.142056   19.813828      19.941399   0.24534266    0.43277258       0.30739328       0.5624214        0.23863946       0.13004738    0.10913371       0.06895831    0.051021386      0.09569121     0.14329997       0.13340831     19.82666    18.8121     18.699228   18.307732   18.390408   18.28719    18.221935   18.037943   18.189346   18.167376   18.105553    0.14092103    0.32495433    0.19756344    0.18714198    0.12543526    0.05180145     0.09499541    0.036742277    0.03514525    0.04313433    0.08458843     0.06654596    -0.23703199999999924     0.49945900000000165   0.11794937977505518    0.08578129369167321    "LEDA  546974"                                  36.6929166667    -43.5916666667   ""            ""            172.0           1       "02 26 46.3    " "-43 35 30     " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       0.63       0.14       170          ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.534554  
  HYDRA-0021      iDR3.HYDRA-0021.034199      151.67396758619114   -25.410215479593774      2.4836607    1.3304058    1.5507461   1.1064665    16        3.9793694     0              27.999168     21.113997   21.074692      21.64993       21.14807       21.20377       20.890318   20.551346      20.228487   18.33147       19.977596   19.613174      19.920849   0.18950815    0.26395112       0.7796068        0.3945061        0.38091558       0.07908079    0.17890178       0.047861096   0.014566288      0.055771407    0.08342989       0.10049072     21.339272   23.035      21.598133   21.442837   20.99165    20.725574   20.354275   18.328377   20.141026   19.805805   19.935019    0.20849611    0.30970463    2.547529      0.5341007     0.44601926    0.084674194    0.19808002    0.053281505    0.013899579   0.066307776   0.1035298      0.10486395    0.25089100000000286      1.8970170000000017    0.07349241014608832    0.050028604382094846   "PMN J1006-2524"                                151.67375        -25.4100555556   0.6           0.6           90.0            1       "10 06 41.70   " "-25 24 36.2   " Radio               Rad                                                                                                     ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.912175  
  HYDRA-0045      iDR3.HYDRA-0045.067021      159.12642175053503   -27.90110338436836       12.853498    6.5241227    5.341237    3.314578     134       5.641641      2              57.88823      21.070461   20.654692      20.569918      20.609776      20.42915       20.344078   20.270441      20.194328   19.572378      20.007607   19.874771      19.918716   0.12830363    0.14518891       0.22683077       0.18823574       0.16799508       0.04307264    0.117436245      0.041553296   0.03025521       0.04273576     0.08620805       0.08033713     19.844484   19.32012    19.67688    19.248304   18.974377   18.996357   18.608627   18.455954   18.493832   18.455898   18.365746    0.14983211    0.18726446    0.20538174    0.2292046     0.16274212    0.03359225     0.10689784    0.02833693     0.030541185   0.032703944   0.07293796     0.05996484    0.18672099999999858      0.6219499999999982    0.05960722767619055    0.05140091575650882    "[CZ2003]  1060C-393  25"                       159.1260833333   -27.9010277778   ""            ""            172.0           1       "10 36 30.26   " "-27 54 03.7   " GinCl               GiC                                                                                                     2531.1641     0.008479   ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.110554  
  HYDRA-0045      iDR3.HYDRA-0045.103009      159.07194616261512   -27.35117756215418       5.9089684    2.9992485    2.3126068   2.2133002    65        1.82          0              56.62249      20.842033   99.0           99.0           99.0           22.627495      20.620756   20.557457      20.398296   19.511778      19.574326   19.015547      19.541758   0.09841344    22.040703        21.46524         21.647188        1.2490613        0.055191867   0.15384634       0.049353335   0.028877404      0.030007066    0.041149005      0.057686683    99.0        99.0        99.0        20.832146   20.265713   20.334776   19.43703    19.206417   19.051754   19.238968   18.827118    0.17447041    22.039715     21.471582     21.701693     0.3597932     0.05718787     0.18905614    0.031667486    0.031979892   0.028837582   0.07685557     0.04721053    0.8239699999999992       0.8865179999999988    0.05775963716602261    0.05718090710544421    "[CZ2003]  1060E-494  28"                       159.0717083333   -27.3509166667   ""            ""            172.0           1       "10 36 17.21   " "-27 21 03.3   " GinCl               GiC                                                                                                     65093.2201    0.246874   ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.208494  
  HYDRA-0053      iDR3.HYDRA-0053.049237      156.5904324509266    -29.19937594593883       17.36275     9.19789      3.1685557   2.6440582    43        8.762362      3              25.065931     21.310339   20.599052      21.67984       21.872025      20.438824      20.540524   20.174524      20.307806   19.636723      20.426868   19.974918      20.167772   0.34114403    0.28132606       1.1783136        1.3159672        0.32725033       0.13239802    0.21875297       0.092431284   0.062313247      0.11024408     0.15052819       0.138604       20.199375   21.340822   20.016956   19.593729   19.721912   19.575062   19.542217   19.03709    19.356882   19.258448   19.159075    0.49365184    0.2839305     1.2652041     0.3473729     0.2238192     0.09913086     0.18517727    0.0745599      0.05541957    0.069253385   0.12576637     0.09057062    -0.11906199999999956     0.6710829999999994    0.14386556028784322    0.11147413607456963    "ESO 436-21"                                    156.5908333333   -29.1997222222   8.0           8.0           90.0            6       "10 26 21.8    " "-29 11 59     " GinCl               GiC|G                                                                                                   ""            ""         ""                   dG             ""       ""       ""       0.78       0.41       147          16.58    ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.772304  
  STRIPE82-0002   iDR3.STRIPE82-0002.030464   359.32653511559846   0.7307049350125405       2.6164114    1.1162483    1.3945804   1.2352465    17        3.654837      0              30.889997     22.923082   23.192045      22.773634      23.094099      99.0           21.67802    21.890503      20.062687   18.90292       19.790949   19.575813      19.67237    0.7364819     1.5838709        1.6942028        1.9335597        21.473059        0.16891976    0.5415839        0.043976128   0.020750817      0.046521377    0.08132241       0.07699728     22.990917   25.394194   23.126644   22.802252   21.916767   22.000875   20.22325    19.128569   20.007694   19.81422    19.8905      1.0815108     0.9945584     13.873011     1.5937853     1.1474597     0.1779633      0.46781677    0.045353957    0.021875134   0.052561477   0.0965969      0.08487737    0.27173799999999915      1.1597669999999987    0.06401670369402437    0.048626086003706624   "[VV2006] J235718.4+004350"                     359.3265066812   0.7306760007     0.001         0.001         90.0            39      "23 57 18.36160" "+00 43 50.4336" QSO                 "QSO|X  |X  |QSO|QSO|*  |QSO|QSO"                                                                       279668.0772   4.366      ""                   ""             0.3925   0.56     0.05     ""         ""         ""           23.01    21.43    ""       19.5     18.07    17.36    23.71    22.037   19.869   19.662   19.38    0.146037  
  STRIPE82-0009   iDR3.STRIPE82-0009.033328   4.958578954314056    -0.6779700699260857      2.3466878    1.049005     1.299857    1.1591643    14        4.3179946     0              29.325775     23.140005   21.635616      22.411383      99.0           23.127716      22.198391   21.55268       20.402596   19.48795       20.004557   20.074371      20.148666   0.77344966    0.34574693       1.129108         21.675976        1.536259         0.20137636    0.31872892       0.047001433   0.026159953      0.045392867    0.11117813       0.09693469     22.02073    23.450281   99.0        23.434574   22.551079   21.949366   20.668308   19.75509    20.189852   20.188208   20.337278    0.70399165    0.3790576     2.287692      21.13642      1.6383467     0.22646676     0.3848885     0.050431024    0.027950212   0.04719618    0.11094479     0.10010564    0.3980390000000007       0.9146459999999976    0.06534253651744153    0.05379105729594556    "[VV2006] J001950.1-004040"                     4.9585754953     -0.6779886882    0.001         0.001         90.0            28      "00 19 50.05812" "-00 40 40.7593" QSO                 "QSO|QSO|QSO|*  |QSO|QSO"                                                                               279478.288    4.34       ""                   ""             2.718    0.55     -1.14    ""         ""         ""           22.07    20.94    ""       ""       ""       ""       25.118   21.741   19.958   19.613   19.454   0.068173  
  STRIPE82-0010   iDR3.STRIPE82-0010.005855   5.657902318221463    0.0886788337120439       2.8075533    1.2708281    1.2969857   1.151476     16        3.911317      0              25.448025     20.34319    20.239143      20.700527      20.897964      20.21973       20.627573   20.52494       20.419733   19.829195      20.386353   20.012693      20.07211    0.074032895   0.09787606       0.26086625       0.2700537        0.13052031       0.064656265   0.13444507       0.059243757   0.03828504       0.080843896    0.11438523       0.1065175      20.498629   20.969107   21.378057   20.52532    20.944561   20.650501   20.648111   20.082582   20.597729   20.113344   20.336031    0.074064836   0.09594838    0.25149804    0.32632855    0.13771614    0.06855336     0.12478938    0.063157916    0.04096985    0.087479144   0.11062869     0.117195055   0.033380000000001075     0.5905380000000022    0.10022753246455718    0.07053769936194863    "2SLAQ J002237.90+000519.0"                     5.657934773      0.0886370031     0.007         0.004         90.0            15      "00 22 37.90435" "+00 05 19.0932" QSO                 "QSO|QSO|X  |QSO|*"                                                                                     209353.3073   1.3727     ""                   ""             ""       ""       ""       ""         ""         ""           21.02    20.65    ""       ""       ""       ""       20.66    20.844   20.47    20.593   20.216   0.1906    
  STRIPE82-0013   iDR3.STRIPE82-0013.055791   8.144241522878199    -0.2658504803749659      2.0333714    0.9651143    1.3956448   1.0717903    12        3.9169805     2              24.487808     23.457968   21.970648      25.039955      20.85026       22.493488      20.475376   19.9099        20.495613   19.681843      20.238884   20.410553      20.315353   1.4508462     0.60445505       16.034555        0.2786235        1.1303042        0.059546445   0.114692554      0.07139476    0.04586741       0.07872582     0.24986376       0.16323142     99.0        21.775143   21.540482   99.0        20.542713   20.410805   20.50303    19.829813   20.194483   19.958158   20.129581    22.334137     21.474827     0.77320105    0.5135131     21.48358      0.06455005     0.18071166    0.075786225    0.052783817   0.08117193    0.17409465     0.14770597    0.256729                 0.8137699999999981    0.10627777985134051    0.08485888907807891    "SDSS J003234.62-001557.1"                      8.14426303       -0.2658745377    0.001         0.001         90.0            3       "00 32 34.62313" "-00 15 57.1483" QSO                 "QSO|QSO|*  |QSO"                                                                                       268240.4204   3.243      ""                   ""             ""       2.38     0.64     ""         ""         ""           ""       ""       ""       ""       ""       ""       24.073   21.247   21.004   20.892   20.692   0.116169  
  STRIPE82-0014   iDR3.STRIPE82-0014.039371   8.626993718556434    1.0359257321325708       2.967771     0.9318637    1.7402905   1.5397292    30        4.7878118     0              50.62176      24.134329   23.816275      99.0           23.437206      22.302263      21.336746   20.830034      20.006123   18.517244      18.799728   18.41206       18.273914   2.208751      2.7497613        21.480886        2.3713958        0.8079802        0.118338235   0.18060762       0.04159106    0.017721511      0.022123821    0.038257394      0.026346575    23.365494   99.0        23.959791   22.192387   21.48185    20.84332    20.19536    18.539207   18.999792   18.638544   18.457726    1.0912727     1.7723979     21.155657     4.2083545     0.82199466    0.14667866     0.20388918    0.05431614     0.017066807   0.027683282   0.04924541     0.03323159    1.206394999999997        1.4888789999999972    0.047109231871933985   0.04520916084209837    "SDSS J003430.47+010209.5"                      8.6269719169     1.0359471204     0.001         0.001         90.0            3       "00 34 30.47326" "+01 02 09.4096" low-mass*           "*  |*  |LM*|IR"                                                                                        56.668        1.89E-4    M3V                  ""             0.4411   6.31     -3.71    ""         ""         ""           ""       ""       ""       16.748   16.81    ""       22.361   21.528   20.055   18.904   18.379   0.109939  
  STRIPE82-0017   iDR3.STRIPE82-0017.006227   11.609577132522691   -1.237997024045413       2.6125443    1.2368606    1.4298227   1.2657781    18        2.8811827     0              28.304848     21.010595   20.929829      20.923306      20.879398      20.924217      20.414078   20.36287       20.082712   19.578556      20.183273   19.478455      19.736488   0.16165897    0.21248688       0.3240122        0.26755068       0.26162493       0.061583884   0.13291854       0.046916123   0.03582819       0.07001553     0.08846625       0.1058529      21.224295   21.307613   21.29223    21.046099   20.722761   20.827      20.290617   19.8253     20.284838   19.708673   19.899729    0.16068214    0.21195096    0.36448935    0.31736854    0.2452764     0.06818294     0.17108484    0.050537754    0.03877325    0.07164766    0.09918674     0.112970844   -0.10056099999999901     0.5041560000000018    0.08428105978529239    0.05903204041897272    "2SLAQ J004626.30-011417.0"                     11.6096          -1.2380611111    0.069         0.061         90.0            1       "00 46 26.304  " "-01 14 17.02  " Galaxy              "G  |G"                                                                                                 ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       20.62    20.37    19.895   20.17    19.53    0.244954  
  STRIPE82-0017   iDR3.STRIPE82-0017.024243   11.065875879315966   -0.717518646194803       2.401064     1.1367393    1.2560995   1.1472383    15        4.351585      0              24.85628      99.0        99.0           22.072018      21.193584      20.89479       20.493637   19.47735       20.256802   19.643856      20.158371   20.069796      20.480373   22.20075      21.7893          0.9426958        0.35244486       0.25533915       0.06572469    0.06544736       0.054861605   0.038154513      0.068862       0.14887536       0.20636998     99.0        22.234169   21.674276   21.307428   20.793514   19.799616   20.525497   19.936316   20.423588   20.42629    20.794306    22.327988     21.687134     0.7785464     0.39768437    0.27619046    0.06561072     0.06638468    0.05643424     0.03929931    0.07276993    0.16759457     0.22516252    0.09843100000000149      0.6129460000000009    0.08804414090202724    0.066824864874111      "SDSS J004415.83-004303.1"                      11.0659546178    -0.7175311142    0.001         0.001         90.0            16      "00 44 15.82911" "-00 43 03.1120" QSO                 "QSO|QSO|QSO|*  |QSO"                                                                                   268310.7542   3.248      ""                   ""             1.6195   -2.22    -0.85    ""         ""         ""           20.45    20.18    ""       ""       19.887   19.574   24.412   20.484   20.196   20.183   20.067   0.286968  
  STRIPE82-0023   iDR3.STRIPE82-0023.048319   15.340682319480235   -0.050506307384101       3.307573     1.4828482    1.9864069   1.408153     12        6.002485      0              18.010164     21.720772   23.719814      21.447964      21.257622      21.006538      21.206152   21.140663      20.34558    19.506119      20.644718   19.981386      20.460327   0.32111272    3.3390388        0.6803808        0.4839926        0.3554262        0.12319389    0.35933882       0.06620327    0.04265597       0.115047276    0.16582927       0.18523486     26.466955   21.78684    21.351776   21.05951    21.180334   21.515732   20.473488   19.712852   20.651497   19.94563    20.360474    0.3196329     38.79818      0.8655372     0.49860734    0.36083785    0.11900426     0.49949542    0.07495214     0.049813848   0.1238657     0.17099017     0.17842838    -0.29913799999999924     0.839461              0.1327356345286113     0.0787553473443791     "2SLAQ J010121.76-000301.7"                     15.3407083333    -0.0505027778    0.062         0.053         90.0            1       "01 01 21.770  " "-00 03 01.81  " Galaxy              "G  |G"                                                                                                 ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       21.58    21.13    20.35    20.56    20.35    0.094508  
